year,decade,team,conf,record,SP+,rank,Off. SP+,rank,Def. SP+,rank,ST SP+,rank,pctile,off_pctile,def_pctile,10yr_avg,5yr_avg
1946,1940s,Tennessee,SEC,2-Sep,16.1,15,19.8,29,3.8,4,,,91.50%,73.10%,96.70%,,
1947,1940s,Tennessee,SEC,5-May,5.4,42,15.2,63,9.8,32,,,66.50%,48.60%,77.90%,,
1948,1940s,Tennessee,SEC,5-May,8.3,34,17.2,57,8.9,17,,,74.60%,48.00%,88.70%,,81.10%
1949,1940s,Tennessee,SEC,7.5-2.5,11.2,23,19.8,63,8.6,9,,,81.10%,51.40%,93.50%,,81.70%
1950,1950s,Tennessee,SEC,1-Nov,23.8,3,25.5,27,1.7,3,,,96.90%,84.70%,97.80%,,82.10%
1951,1950s,Tennessee,SEC,1-Oct,24,1,32.5,4,8.5,10,,,97.70%,97.80%,92.90%,,83.30%
1952,1950s,Tennessee,SEC,8.5-2.5,25.6,3,27.6,8,2,2,,,97.80%,92.20%,98.70%,,89.60%
1953,1950s,Tennessee,SEC,6.5-4.5,10,23,21.3,28,11.3,27,,,80.70%,77.60%,78.10%,86.00%,90.90%
1954,1950s,Tennessee,SEC,6-Apr,0.4,58,11.3,92,10.9,24,,,51.30%,20.50%,79.20%,83.30%,84.90%
1955,1950s,Tennessee,SEC,6.5-3.5,9.1,27,17,46,7.9,15,,,78.60%,60.40%,87.90%,81.70%,81.20%
1956,1950s,Tennessee,SEC,1-Oct,22.2,3,26.1,5,4,2,,,97.80%,94.30%,95.80%,82.30%,81.20%
1957,1950s,Tennessee,SEC,3-Aug,16.7,9,18.7,32,2.1,5,,,94.40%,71.30%,97.90%,85.10%,80.60%
1958,1950s,Tennessee,SEC,6-Apr,6,37,13,77,7,13,,,70.20%,30.60%,88.80%,84.60%,78.40%
1959,1950s,Tennessee,SEC,5.5-4.5,7.3,33,14.2,66,6.9,15,,,74.40%,41.20%,88.40%,84.00%,83.10%
1960,1960s,Tennessee,SEC,3-Jul,14.4,16,18.3,37,4,10,,,88.50%,69.90%,93.30%,83.10%,85.10%
1961,1960s,Tennessee,SEC,4-Jun,12,21,23.9,18,11.9,32,,,84.90%,87.80%,72.80%,81.90%,82.50%
1962,1960s,Tennessee,SEC,6-Apr,6.2,37,17.9,50,11.6,26,,,72.20%,59.50%,78.00%,79.30%,78.00%
1963,1960s,Tennessee,SEC,5-May,7.8,30,16.7,48,9,19,,,78.40%,59.10%,85.00%,79.10%,79.70%
1964,1960s,Tennessee,SEC,4.5-5.5,2.4,55,10.8,99,8.4,16,,,60.10%,21.70%,87.80%,79.90%,76.80%
1965,1960s,Tennessee,SEC,2-Sep,17.5,7,24,17,6.5,2,,,96.80%,88.40%,97.90%,81.80%,78.50%
1966,1960s,Tennessee,SEC,3-Aug,16.8,7,21.3,29,4.5,5,,,94.30%,75.10%,97.10%,81.40%,80.40%
1967,1960s,Tennessee,SEC,2-Sep,21.3,1,30.9,5,9.6,10,,,98.30%,97.70%,92.30%,81.80%,85.60%
1968,1960s,Tennessee,SEC,8.5-2.5,15,17,24.6,44,9.6,4,,,89.70%,62.40%,96.80%,83.80%,87.80%
1969,1960s,Tennessee,SEC,2-Sep,23.6,5,38.2,4,14.5,24,,,95.90%,97.40%,83.70%,85.90%,95.00%
1970,1970s,Tennessee,SEC,1-Nov,32.1,1,36.6,6,4.5,4,,,99.20%,97.80%,99.00%,87.00%,95.50%
1971,1970s,Tennessee,SEC,2-Oct,23,9,27.1,22,4.1,1,,,96.50%,80.60%,99.30%,88.10%,95.90%
1972,1970s,Tennessee,SEC,2-Oct,25.8,5,26.2,26,0.4,2,,,98.30%,78.80%,99.40%,90.70%,95.90%
1973,1970s,Tennessee,SEC,4-Aug,15,19,29.7,21,14.7,27,,,87.30%,85.30%,79.50%,91.60%,95.40%
1974,1970s,Tennessee,SEC,4-Aug,13.5,19,23.8,38,10.3,16,,,86.50%,72.30%,91.90%,94.30%,93.50%
1975,1970s,Tennessee,SEC,5-Jul,11.8,27,22.7,50,10.9,20,,,83.40%,66.20%,89.00%,92.90%,90.40%
1976,1970s,Tennessee,SEC,5-Jun,12,21,23.2,44,11.2,18,,,85.70%,69.10%,90.20%,92.10%,88.20%
1977,1970s,Tennessee,SEC,7-Apr,4.5,53,22.3,58,17.8,54,,,64.40%,59.00%,65.00%,88.70%,81.50%
1978,1970s,Tennessee,SEC,5.5-5.5,5.5,42,23.6,44,18.1,55,,,68.70%,68.70%,63.80%,86.60%,77.70%
1979,1970s,Tennessee,SEC,5-Jul,11.2,24,29.1,13,17.9,55,,,84.60%,92.40%,59.80%,85.50%,77.40%
1980,1980s,Tennessee,SEC,6-May,8.4,33,24.6,44,16.2,34,,,75.10%,69.50%,74.60%,83.00%,75.70%
1981,1980s,Tennessee,SEC,4-Aug,1.2,67,19.7,67,18.5,58,,,54.10%,48.30%,58.70%,78.80%,69.40%
1982,1980s,Tennessee,SEC,6.5-5.5,9.7,30,28.4,26,18.8,44,,,77.80%,80.90%,65.70%,76.80%,72.10%
1983,1980s,Tennessee,SEC,3-Sep,12.7,24,23.4,50,10.7,9,,,85.60%,57.60%,93.50%,76.60%,75.50%
1984,1980s,Tennessee,SEC,7.5-4.5,12.2,15,32.2,14,20,36,,,87.10%,90.50%,68.80%,76.70%,75.90%
1985,1980s,Tennessee,SEC,2-Oct,21.2,6,31,11,9.8,7,,,95.90%,92.40%,93.20%,77.90%,80.10%
1986,1980s,Tennessee,SEC,5-Jul,11.7,24,25.9,32,14.2,16,,,80.70%,69.00%,85.90%,77.40%,85.40%
1987,1980s,Tennessee,SEC,10.5-2.5,21.1,10,35.1,7,14,21,,,93.40%,94.60%,85.90%,80.30%,88.50%
1988,1980s,Tennessee,SEC,6-May,-1.3,60,20,71,21.3,45,,,46.50%,34.30%,59.50%,78.10%,80.70%
1989,1980s,Tennessee,SEC,1-Nov,16.2,16,30.1,27,13.9,15,,,87.00%,75.20%,87.90%,78.30%,80.70%
1990,1990s,Tennessee,SEC,3-Oct,18.9,12,37.1,8,18.2,31,,,92.00%,95.30%,76.00%,80.00%,79.90%
1991,1990s,Tennessee,SEC,3-Sep,16.6,16,33.7,12,17.1,40,,,87.10%,91.40%,71.30%,83.30%,81.20%
1992,1990s,Tennessee,SEC,3-Sep,18.6,10,32,13,13.4,12,,,93.10%,88.50%,87.80%,84.80%,81.10%
1993,1990s,Tennessee,SEC,9.5-2.5,28.5,2,40.9,3,12.5,10,,,97.90%,97.60%,92.30%,86.10%,91.40%
1994,1990s,Tennessee,SEC,4-Aug,18.9,11,36.1,7,17.3,23,,,91.10%,91.80%,81.50%,86.50%,92.30%
1995,1990s,Tennessee,SEC,1-Nov,21.8,8,39.1,8,17.3,22,,,93.80%,95.30%,80.90%,86.30%,92.60%
1996,1990s,Tennessee,SEC,2-Oct,25,6,36.7,12,11.7,8,,,95.10%,90.80%,92.80%,87.70%,94.20%
1997,1990s,Tennessee,SEC,2-Nov,24.4,7,38.5,7,14.1,12,,,94.70%,95.00%,88.50%,87.80%,94.50%
1998,1990s,Tennessee,SEC,13-0,25.3,3,35.1,13,9.8,6,,,95.90%,88.30%,95.90%,92.80%,94.10%
1999,1990s,Tennessee,SEC,3-Sep,23,7,33,19,10,3,,,95.20%,85.60%,96.90%,93.60%,94.90%
2000,2000s,Tennessee,SEC,4-Aug,14.2,19,30,36,15.7,10,,,82.90%,68.50%,89.70%,92.70%,92.80%
2001,2000s,Tennessee,SEC,2-Nov,21.3,7,36.3,13,15,13,,,93.40%,90.00%,89.70%,93.30%,92.40%
2002,2000s,Tennessee,SEC,5-Aug,12.4,28,24,69,11.6,7,,,79.40%,37.90%,94.00%,92.00%,89.40%
2003,2000s,Tennessee,SEC,3-Oct,16.3,17,30.6,38,14.3,11,,,86.10%,70.00%,90.50%,90.80%,87.40%
2004,2000s,Tennessee,SEC,3-Oct,14.2,19,30.5,34,16.2,24,,,84.60%,72.00%,82.70%,90.10%,85.30%
2005,2000s,Tennessee,SEC,6-May,5.7,44,20.6,84,14.9,14,,,65.00%,27.50%,91.70%,87.20%,81.70%
2006,2000s,Tennessee,SEC,4-Sep,17.8,17,30.4,24,13.9,24,1.3,23,87.40%,81.10%,85.00%,86.50%,80.50%
2007,2000s,Tennessee,SEC,4-Oct,18.7,16,38.9,20,21.2,37,1.1,26,87.60%,86.30%,78.50%,85.80%,82.10%
2008,2000s,Tennessee,SEC,7-May,6.9,41,18.1,97,10.7,8,-0.5,75,67.90%,21.70%,94.20%,83.00%,78.50%
2009,2000s,Tennessee,SEC,6-Jul,14.6,23,30.8,32,14.9,15,-1.3,100,82.90%,74.10%,87.40%,81.70%,78.10%
2010,2010s,Tennessee,SEC,7-Jun,10.3,33,30,47,20.5,34,0.8,36,73.80%,61.70%,77.70%,80.80%,79.90%
2011,2010s,Tennessee,SEC,7-May,4,52,20.9,88,15.6,15,-1.3,104,60.40%,24.90%,90.20%,77.50%,74.50%
2012,2010s,Tennessee,SEC,7-May,9.7,37,38,19,29,60,0.7,40,73.90%,85.40%,49.30%,77.00%,71.80%
2013,2010s,Tennessee,SEC,7-May,5.5,55,28.1,64,24.5,49,1.9,12,62.20%,50.30%,64.50%,74.60%,70.70%
2014,2010s,Tennessee,SEC,6-Jul,13.9,30,31.1,50,18.3,17,1.1,28,81.30%,62.20%,87.20%,74.20%,70.40%
2015,2010s,Tennessee,SEC,4-Sep,20.9,7,32.9,41,13.6,9,1.6,17,91.80%,70.20%,93.70%,76.90%,73.90%
2016,2010s,Tennessee,SEC,4-Sep,17.6,15,40,16,24,37,1.6,17,89.10%,90.90%,72.50%,77.10%,79.70%
2017,2010s,Tennessee,SEC,8-Apr,-0.9,72,23.9,88,26,53,1.1,26,47.50%,33.70%,56.20%,73.10%,74.40%
2018,2010s,Tennessee,SEC,7-May,-1,74,22.7,98,24.7,47,1,30,47.30%,25.70%,64.20%,71.00%,71.40%
2019,2010s,Tennessee,SEC,5-Aug,8.8,36,26.3,75,17.8,23,0.3,51,71.20%,43.40%,85.80%,69.90%,69.40%
2020,2020s,Tennessee,SEC,7-Mar,-2,74,25.5,86,27.6,52,0.1,56,43.90%,33.50%,58.10%,66.90%,59.80%
2021,2020s,Tennessee,SEC,6-Jul,15.7,19,37.3,10,23.4,50,1.8,12,86.40%,92.90%,65.20%,69.50%,59.30%
2022,2020s,Tennessee,SEC,2-Nov,28.1,5,47,1,19.1,21,0.3,56,97.70%,98.60%,85.00%,71.80%,69.30%
1904,1900s,Tennessee Medical,Indies,4-Feb,-21.2,76,3.4,66,24.5,81,,,11.70%,22.20%,5.00%,,
1977,1970s,Tennessee State,Indies,8.5-1.5,10.5,35,23.5,47,13,27,,,80.50%,65.30%,84.80%,,
1902,1900s,Texas,Indies,6.5-3.5,0.7,37,9.2,41,8.5,29,,,52.20%,44.30%,66.40%,,
1903,1900s,Texas,Indies,2-Jun,8.9,21,15.7,31,6.8,9,,,74.70%,65.60%,85.90%,,
1904,1900s,Texas,Indies,2-Jun,14.7,19,23,11,8.2,36,,,79.60%,85.10%,67.10%,,
1905,1900s,Texas,Indies,4-May,2.8,39,12.8,42,10,34,,,56.70%,53.20%,60.40%,,
1906,1900s,Texas,Indies,1-Sep,9.2,16,14.7,14,5.5,28,,,78.10%,81.60%,65.00%,,68.30%
1907,1900s,Texas,Indies,6.5-1.5,11.7,11,20.5,10,8.8,30,,,82.40%,88.20%,68.40%,,74.30%
1908,1900s,Texas,Indies,4-May,1.2,40,15.7,7,14.5,57,,,55.20%,88.70%,14.60%,,70.40%
1909,1900s,Texas,Indies,4.5-3.5,3.1,31,13.8,19,10.6,56,,,63.40%,80.60%,36.20%,,67.20%
1910,1910s,Texas,Indies,5.5-2.5,6.7,30,15.6,17,8.9,35,,,70.50%,78.40%,58.00%,,69.90%
1911,1910s,Texas,Indies,2-May,7.8,19,10.9,23,3.1,14,,,75.50%,68.90%,78.80%,68.80%,69.40%
1912,1910s,Texas,Indies,1-Jul,11.1,12,20.4,9,9.3,25,,,81.40%,83.80%,71.70%,71.70%,69.20%
1913,1910s,Texas,Indies,1-Jul,15.4,9,24.6,7,9.2,26,,,86.70%,93.60%,69.90%,72.90%,75.50%
1914,1910s,Texas,Indies,Aug-00,32,1,36.4,1,4.4,10,,,98.20%,99.70%,86.30%,74.80%,82.40%
1915,1910s,Texas,SWC,3-Jun,28.7,2,35.5,1,6.8,21,,,96.50%,99.20%,80.00%,78.80%,87.60%
1916,1910s,Texas,SWC,2-Jul,27.1,4,29.2,7,2.1,4,,,93.90%,94.50%,89.80%,80.40%,91.30%
1917,1910s,Texas,SWC,4-Apr,12.3,24,13.4,50,1.1,6,,,76.60%,49.30%,90.40%,79.80%,90.40%
1918,1910s,Texas,SWC,Sep-00,19.8,5,24.3,7,4.4,11,,,93.20%,92.90%,87.00%,83.60%,91.70%
1919,1910s,Texas,SWC,3-Jun,18.6,6,24.9,2,6.3,36,,,94.40%,98.60%,72.10%,86.70%,90.90%
1920,1920s,Texas,SWC,Sep-00,26.9,5,27.9,7,1,8,,,95.20%,96.00%,89.60%,89.20%,90.70%
1921,1920s,Texas,SWC,6.5-1.5,23.8,6,26,7,2.2,9,,,95.50%,96.90%,89.90%,91.20%,91.00%
1922,1920s,Texas,SWC,2-Jul,22.1,13,29.3,4,7.1,46,,,90.70%,98.00%,69.70%,92.10%,93.80%
1923,1920s,Texas,SWC,8.5-0.5,23.9,4,23.4,6,-0.5,5,,,95.20%,96.00%,90.00%,92.90%,94.20%
1924,1920s,Texas,SWC,5.5-3.5,8.7,34,13.9,36,5.3,37,,,75.90%,72.50%,75.50%,90.70%,90.50%
1925,1920s,Texas,SWC,6.5-2.5,8.4,31,13.8,37,5.4,27,,,74.90%,68.30%,77.30%,88.50%,86.40%
1926,1920s,Texas,SWC,4-May,8.3,29,16.1,24,7.9,44,,,75.70%,80.10%,66.60%,86.70%,82.50%
1927,1920s,Texas,SWC,6.5-2.5,6.5,33,16,28,9.5,44,,,72.10%,73.20%,66.10%,86.30%,78.70%
1928,1920s,Texas,SWC,2-Jul,11.9,19,14.7,37,2.8,8,,,83.80%,67.70%,88.50%,85.30%,76.50%
1929,1920s,Texas,SWC,3-Jun,13.5,17,15.2,38,1.7,4,,,85.60%,66.10%,93.20%,84.40%,78.40%
1930,1930s,Texas,SWC,8.5-1.5,16.2,13,14.9,35,-1.3,1,,,90.20%,70.20%,96.30%,83.90%,81.50%
1931,1930s,Texas,SWC,4-Jun,10.8,23,12.3,49,1.5,5,,,81.80%,57.30%,93.20%,82.60%,82.70%
1932,1930s,Texas,SWC,2-Aug,19.8,5,20.5,8,0.7,5,,,95.90%,96.10%,92.60%,83.10%,87.50%
1933,1930s,Texas,SWC,6-May,1.3,64,8.1,76,6.8,43,,,54.70%,39.40%,66.50%,79.10%,81.60%
1934,1930s,Texas,SWC,7.5-2.5,8.6,24,15.7,28,7.1,42,,,79.60%,80.50%,73.40%,79.40%,80.40%
1935,1930s,Texas,SWC,6-Apr,1.2,71,15.1,38,13.9,104,,,54.30%,76.20%,27.70%,77.40%,73.30%
1936,1930s,Texas,SWC,2.5-6.5,-2,85,8.4,92,10.3,68,,,42.40%,33.50%,53.70%,74.00%,65.40%
1937,1930s,Texas,SWC,2.5-6.5,-0.7,73,8.5,72,9.2,65,,,47.30%,40.10%,54.50%,71.60%,55.60%
1938,1930s,Texas,SWC,8-Jan,-11.1,111,6,106,17.2,111,,,13.00%,16.60%,14.90%,64.50%,47.30%
1939,1930s,Texas,SWC,4-May,-3.1,82,9.8,70,12.9,87,,,36.90%,40.90%,36.40%,59.60%,38.80%
1940,1940s,Texas,SWC,2-Aug,11.5,15,17.9,25,6.4,11,,,87.40%,79.40%,89.80%,59.30%,45.40%
1941,1940s,Texas,SWC,8.5-1.5,26.3,1,29.6,1,3.3,8,,,98.60%,99.50%,92.50%,61.00%,56.60%
1942,1940s,Texas,SWC,2-Sep,21.4,4,20.8,18,-0.6,1,,,96.80%,86.30%,98.80%,61.10%,66.50%
1943,1940s,Texas,SWC,7.5-1.5,19.8,6,24.8,11,4.9,1,,,93.10%,85.30%,95.20%,64.90%,82.60%
1944,1940s,Texas,SWC,4-May,11,28,15.8,55,4.8,6,,,76.20%,48.80%,92.90%,64.60%,90.40%
1945,1940s,Texas,SWC,1-Oct,16.7,13,22,20,5.2,5,,,91.00%,81.20%,94.40%,68.30%,91.10%
1946,1940s,Texas,SWC,2-Aug,24.9,4,26.3,10,1.4,2,,,98.40%,94.30%,98.70%,73.90%,91.10%
1947,1940s,Texas,SWC,1-Oct,32.7,1,32,3,-0.7,1,,,99.50%,99.30%,98.60%,79.10%,91.60%
1948,1940s,Texas,SWC,7.5-3.5,13.1,20,23.2,29,10.1,23,,,85.30%,77.70%,85.40%,86.30%,90.10%
1949,1940s,Texas,SWC,4-Jun,23.7,5,29.1,9,5.4,4,,,96.90%,91.20%,97.50%,92.30%,94.20%
1950,1950s,Texas,SWC,2-Sep,21.5,4,29.3,6,7.7,12,,,95.40%,94.10%,90.10%,93.10%,95.10%
1951,1950s,Texas,SWC,3-Jul,16.1,13,21.7,38,5.6,4,,,90.90%,65.30%,97.00%,92.40%,93.60%
1952,1950s,Texas,SWC,2-Sep,13.8,16,26.4,13,12.6,28,,,86.30%,89.30%,76.70%,91.30%,91.00%
1953,1950s,Texas,SWC,3-Jul,15.4,11,23.3,15,7.9,12,,,90.80%,86.10%,89.50%,91.10%,92.10%
1954,1950s,Texas,SWC,4.5-5.5,8.3,33,19.3,44,10.9,26,,,75.10%,61.40%,78.90%,91.00%,87.70%
1955,1950s,Texas,SWC,5-May,5.1,43,20.7,25,15.5,59,,,67.40%,80.60%,49.20%,88.60%,82.10%
1956,1950s,Texas,SWC,9-Jan,-7.4,87,14.9,67,22.3,88,,,25.20%,39.80%,21.10%,81.30%,69.00%
1957,1950s,Texas,SWC,6.5-4.5,4.7,38,14.7,57,10,23,,,67.10%,46.70%,78.70%,78.00%,65.10%
1958,1950s,Texas,SWC,3-Jul,4.9,41,19.1,33,14.2,51,,,66.90%,72.40%,58.80%,76.20%,60.30%
1959,1950s,Texas,SWC,2-Sep,15.7,9,20.3,23,4.6,8,,,92.00%,78.90%,93.40%,75.70%,63.70%
1960,1960s,Texas,SWC,7.5-3.5,15.5,12,18.5,35,3,6,,,90.20%,70.70%,94.90%,75.20%,68.30%
1961,1960s,Texas,SWC,1-Oct,26.5,3,29.8,4,3.3,4,,,98.90%,98.00%,96.90%,76.00%,83.00%
1962,1960s,Texas,SWC,9.5-1.5,14.3,14,18.3,47,4,4,,,91.10%,62.30%,97.70%,76.50%,87.80%
1963,1960s,Texas,SWC,Nov-00,21.3,2,23.4,8,2.1,2,,,98.40%,93.50%,98.30%,77.20%,94.10%
1964,1960s,Texas,SWC,1-Oct,18.3,3,22.6,10,4.3,4,,,97.50%,92.70%,97.20%,79.50%,95.20%
1965,1960s,Texas,SWC,4-Jun,11.6,14,26.2,10,14.6,43,,,88.90%,94.10%,67.30%,81.60%,95.00%
1966,1960s,Texas,SWC,4-Jul,11.6,20,17.8,50,6.2,8,,,86.30%,53.90%,95.10%,87.70%,92.50%
1967,1960s,Texas,SWC,4-Jun,9.4,23,19.6,47,10.2,13,,,82.40%,58.30%,90.90%,89.30%,90.70%
1968,1960s,Texas,SWC,9.5-1.5,20.3,3,40,1,19.6,48,,,95.70%,99.20%,64.80%,92.10%,90.20%
1969,1960s,Texas,SWC,Nov-00,25.8,3,34.8,14,8.9,6,,,97.10%,93.70%,95.80%,92.70%,90.10%
1970,1970s,Texas,SWC,1-Oct,28.8,2,38.3,2,9.5,8,,,98.40%,98.70%,94.70%,93.50%,92.00%
1971,1970s,Texas,SWC,3-Aug,17.5,17,29,16,11.6,17,,,91.60%,86.70%,90.50%,92.80%,93.00%
1972,1970s,Texas,SWC,1-Oct,23.3,7,30.4,12,7.1,8,,,97.20%,91.90%,95.50%,93.40%,96.00%
1973,1970s,Texas,SWC,3-Aug,21.4,10,33.2,11,11.8,20,,,94.90%,93.10%,88.40%,93.00%,95.80%
1974,1970s,Texas,SWC,4-Aug,18.8,9,29.9,9,11.1,18,,,93.70%,92.60%,89.80%,92.60%,95.20%
1975,1970s,Texas,SWC,2-Oct,23.9,6,35.9,1,12,26,,,97.60%,99.10%,86.10%,93.50%,95.00%
1976,1970s,Texas,SWC,5.5-5.5,8,32,24,33,16,43,,,76.20%,73.00%,71.60%,92.50%,91.90%
1977,1970s,Texas,SWC,1-Nov,20.2,10,35.5,6,15.2,36,,,95.00%,97.90%,76.60%,93.70%,91.50%
1978,1970s,Texas,SWC,3-Sep,19.1,10,28.4,15,9.3,7,,,95.40%,88.40%,96.00%,93.70%,91.60%
1979,1970s,Texas,SWC,3-Sep,18.8,8,21.8,57,3,2,,,95.70%,62.90%,99.30%,93.60%,92.00%
1980,1980s,Texas,SWC,5-Jul,8.5,32,22.8,58,14.3,25,,,75.50%,60.30%,82.20%,91.30%,87.60%
1981,1980s,Texas,SWC,10.5-1.5,16.4,13,25.7,29,9.4,12,,,92.00%,79.40%,94.10%,91.30%,90.70%
1982,1980s,Texas,SWC,3-Sep,17.5,11,30.7,17,13.2,18,,,91.80%,87.90%,88.20%,90.80%,90.10%
1983,1980s,Texas,SWC,1-Nov,21,2,26.4,31,5.4,1,,,96.00%,72.50%,98.70%,90.90%,90.20%
1984,1980s,Texas,SWC,7.5-4.5,6.2,39,26.6,39,20.4,43,,,71.70%,69.60%,66.40%,88.70%,85.40%
1985,1980s,Texas,SWC,4-Aug,5.6,40,25.2,31,19.6,46,,,67.70%,70.70%,60.20%,85.70%,83.80%
1986,1980s,Texas,SWC,6-May,1.3,50,22.7,52,21.4,44,,,53.70%,51.10%,55.50%,83.50%,76.20%
1987,1980s,Texas,SWC,5-Jul,4.7,37,28.2,28,23.5,57,,,63.20%,75.60%,47.60%,80.30%,70.50%
1988,1980s,Texas,SWC,7-Apr,-0.2,57,25.1,39,25.3,63,,,49.60%,58.00%,41.80%,75.70%,61.20%
1989,1980s,Texas,SWC,6-May,-1.5,56,25.3,42,26.9,64,,,45.70%,54.50%,38.90%,70.70%,56.00%
1990,1990s,Texas,SWC,2-Oct,12.9,18,34.6,14,21.7,42,,,83.10%,91.00%,61.70%,71.40%,59.00%
1991,1990s,Texas,SWC,6-May,7.7,30,19.3,65,11.5,12,,,70.00%,36.10%,87.90%,69.20%,62.30%
1992,1990s,Texas,SWC,5-Jun,-1.8,60,27.6,33,29.4,81,,,44.40%,73.30%,21.10%,64.50%,58.50%
1993,1990s,Texas,SWC,5.5-5.5,2,42,26.7,43,24.7,53,,,55.60%,60.30%,48.90%,60.50%,59.80%
1994,1990s,Texas,SWC,4-Aug,8,34,30.6,27,22.6,48,,,71.60%,77.40%,57.70%,60.40%,64.90%
1995,1990s,Texas,SWC,10.5-2.5,13.7,20,30.1,25,16.4,18,,,83.40%,73.00%,83.70%,62.00%,65.00%
1996,1990s,Texas,Big 12,5-Aug,16.8,15,38,8,21.3,43,,,86.70%,93.20%,67.40%,65.30%,68.30%
1997,1990s,Texas,Big 12,7-Apr,-3.9,69,27.6,48,31.5,83,,,39.80%,61.00%,25.70%,63.00%,67.40%
1998,1990s,Texas,Big 12,3-Sep,14.6,22,37.5,9,22.9,51,,,84.30%,93.00%,60.30%,66.50%,73.20%
1999,1990s,Texas,Big 12,5-Sep,12,26,33.3,18,21.3,40,,,80.70%,86.20%,68.20%,70.00%,75.00%
2000,2000s,Texas,Big 12,3-Sep,25,7,41.6,6,16.6,13,,,95.30%,96.40%,87.60%,71.20%,77.40%
2001,2000s,Texas,Big 12,2-Nov,28.6,3,39.9,5,11.3,6,,,97.90%,96.10%,95.20%,74.00%,79.60%
2002,2000s,Texas,Big 12,2-Nov,25.7,5,40.7,5,15,17,,,95.60%,96.40%,88.50%,79.10%,90.70%
2003,2000s,Texas,Big 12,3-Oct,23,7,44.8,4,21.9,43,,,93.70%,98.70%,68.40%,82.90%,92.60%
2004,2000s,Texas,Big 12,1-Nov,24.4,5,36.5,12,12.1,14,,,96.00%,92.00%,90.90%,85.30%,95.70%
2005,2000s,Texas,Big 12,13-0,34.9,1,49.2,2,14.3,11,,,99.10%,99.30%,92.70%,86.90%,96.40%
2006,2000s,Texas,Big 12,3-Oct,22.6,8,37.1,6,15.5,29,1,34,92.70%,95.10%,80.20%,87.50%,95.40%
2007,2000s,Texas,Big 12,3-Oct,21.5,11,45,7,24.9,51,1.4,18,90.80%,96.30%,66.40%,92.60%,94.40%
2008,2000s,Texas,Big 12,1-Dec,33.1,2,50.6,2,19,37,1.5,17,98.70%,99.70%,75.10%,94.00%,95.40%
2009,2000s,Texas,Big 12,13-1,30.5,3,37.6,6,8.7,5,1.6,17,97.60%,94.30%,96.20%,95.70%,95.80%
2010,2010s,Texas,Big 12,7-May,5.9,46,27.2,59,22.4,42,1.1,24,64.20%,49.50%,70.70%,92.60%,88.80%
2011,2010s,Texas,Big 12,5-Aug,14.1,20,35.2,22,21.6,33,0.5,44,82.70%,82.30%,72.80%,91.10%,86.80%
2012,2010s,Texas,Big 12,4-Sep,14.3,22,42.2,12,27.7,53,-0.2,71,82.70%,93.80%,54.50%,89.80%,85.20%
2013,2010s,Texas,Big 12,5-Aug,11.7,34,32.6,42,22.2,40,1.2,25,74.60%,67.90%,73.30%,87.90%,80.40%
2014,2010s,Texas,Big 12,7-Jun,4.7,51,26.4,76,21.9,38,0.3,53,61.90%,41.70%,76.40%,84.50%,73.20%
2015,2010s,Texas,Big 12,7-May,1.2,65,31.7,47,30.5,72,0,68,53.10%,65.40%,40.20%,79.90%,71.00%
2016,2010s,Texas,Big 12,7-May,2.1,60,32.9,45,30.9,73,0,68,55.80%,67.70%,42.20%,76.20%,65.60%
2017,2010s,Texas,Big 12,6-Jul,12.5,30,31,45,18.7,26,0.2,63,79.90%,66.60%,83.30%,75.10%,65.00%
2018,2010s,Texas,Big 12,4-Oct,13.1,26,35.1,20,22.4,35,0.4,59,81.80%,81.30%,73.70%,73.40%,66.50%
2019,2010s,Texas,Big 12,5-Aug,15.7,23,39.3,9,25.5,55,1.8,16,84.00%,92.30%,59.30%,72.10%,70.90%
2020,2020s,Texas,Big 12,3-Jul,15.4,13,41.3,7,26.1,45,0.1,50,88.40%,94.10%,66.10%,74.50%,78.00%
2021,2020s,Texas,Big 12,7-May,7.9,42,36,13,30.3,86,2.3,6,71.00%,89.90%,34.10%,73.30%,81.00%
2022,2020s,Texas,Big 12,5-Aug,19.7,7,38.1,17,19.1,22,0.6,44,91.80%,89.00%,85.00%,74.20%,83.40%
1903,1900s,Texas A&M,Indies,7.5-3.5,-0.9,38,9.2,48,10.1,37,,,47.30%,39.20%,64.70%,,
1904,1900s,Texas A&M,Indies,2-Apr,-1.2,44,9.4,46,10.6,43,,,47.40%,41.80%,55.60%,,
1905,1900s,Texas A&M,Indies,2-Jul,3.9,36,16.9,27,13,48,,,59.20%,69.00%,44.90%,,
1906,1900s,Texas A&M,Indies,1-Jun,9.5,14,17.8,6,8.3,40,,,78.80%,89.90%,44.50%,,
1907,1900s,Texas A&M,Indies,6.5-1.5,10.8,15,17.7,18,6.9,15,,,80.50%,79.10%,78.40%,,62.60%
1908,1900s,Texas A&M,Indies,5-Mar,-8,54,7.4,47,15.4,59,,,19.40%,37.20%,10.80%,,57.10%
1909,1900s,Texas A&M,Indies,7.5-0.5,6,25,12,24,6,21,,,74.30%,70.50%,73.30%,,62.40%
1910,1910s,Texas A&M,Indies,1-Aug,13.2,10,19.2,9,5.9,23,,,85.50%,90.30%,74.30%,,67.70%
1911,1910s,Texas A&M,Indies,1-Jun,16.7,4,19.3,3,2.5,10,,,93.00%,96.80%,81.30%,,70.60%
